age,gender,location,marital_status,plan_type,monthly_value,contract_duration_months,payment_method,avg_monthly_minutes,data_usage_gb,num_services,num_complaints,support_calls,service_failures,last_interaction_days,app_usage_score,total_spent,late_payments,churn
60,Masculino,Rural,Solteiro,Anual,89.56,13,Boleto Bancário,1053.48,29.08,1,0,3,2,70,3.5,1164.28,0,0
26,Feminino,Subúrbio,Divorciado,Anual,76.7,2,Débito Automático,1269.04,10.61,4,1,9,0,66,3.9,153.4,0,0
69,Masculino,Rural,Divorciado,Mensal,176.27,9,Cartão de Crédito,742.51,82.73,1,0,7,0,165,3.9,1586.43,0,1
19,Feminino,Urbano,Casado,Anual,183.06,28,Cartão de Crédito,337.1,80.54,2,1,3,0,106,1.4,5125.68,0,0
59,Masculino,Subúrbio,Divorciado,Anual,90.89,32,Débito Automático,446.47,94.25,1,4,9,1,65,2.9,2908.48,0,1
41,Masculino,Urbano,Solteiro,Anual,110.08,8,Débito Automático,490.45,17.61,2,2,4,0,63,1.4,880.64,0,1
60,Feminino,Urbano,Divorciado,Mensal,103.12,21,Boleto Bancário,1285.25,18.27,1,0,4,0,60,2.6,2165.52,0,1
65,Feminino,Urbano,Solteiro,Semestral,118.75,27,Boleto Bancário,1041.69,98.49,4,0,4,0,127,2.8,3206.25,1,1
61,Masculino,Urbano,Divorciado,Anual,76.33,29,Cartão de Crédito,420.69,6.37,2,0,4,1,78,3.7,2213.57,0,0
56,Masculino,Rural,Divorciado,Semestral,149.13,3,Boleto Bancário,902.21,44.2,3,0,8,0,91,3.4,447.39,1,1
37,Masculino,Urbano,Casado,Mensal,111.31,43,Cartão de Crédito,115.65,72.82,4,0,5,0,81,3.2,4786.33,0,0
24,Feminino,Subúrbio,Divorciado,Mensal,193.97,21,Cartão de Crédito,747.33,39.33,3,0,4,0,133,4.6,4073.37,0,1
60,Feminino,Rural,Divorciado,Mensal,180.44,15,Boleto Bancário,155.74,51.32,2,0,7,1,21,1.1,2706.6,0,0
51,Masculino,Subúrbio,Casado,Semestral,112.31,27,Boleto Bancário,1224.86,25.07,2,0,5,0,56,3.1,3032.37,0,0
48,Masculino,Urbano,Casado,Mensal,175.15,15,Cartão de Crédito,1251.36,26.02,4,0,6,0,101,2.0,2627.25,0,0
23,Masculino,Urbano,Solteiro,Semestral,106.52,32,Cartão de Crédito,1386.74,74.31,1,0,2,0,98,3.0,3408.64,0,0
33,Masculino,Urbano,Divorciado,Mensal,178.51,44,Débito Automático,91.35,98.92,3,3,9,0,135,3.9,7854.44,0,0
59,Masculino,Subúrbio,Solteiro,Mensal,174.06,13,Boleto Bancário,243.9,76.09,2,0,3,0,96,1.3,2262.78,1,1
55,Feminino,Urbano,Casado,Mensal,51.02,32,Débito Automático,1479.06,46.9,1,0,2,0,36,1.9,1632.64,0,0
55,Masculino,Urbano,Divorciado,Mensal,31.93,31,Boleto Bancário,445.69,24.91,4,0,9,0,70,4.6,989.83,0,1
33,Masculino,Urbano,Solteiro,Anual,123.57,12,Cartão de Crédito,599.07,40.16,2,0,3,0,119,5.0,1482.84,0,0
55,Feminino,Urbano,Solteiro,Semestral,143.01,41,Débito Automático,1217.52,95.81,3,1,4,1,131,2.9,5863.41,0,0
41,Masculino,Urbano,Divorciado,Semestral,172.67,35,Boleto Bancário,1412.48,13.33,4,0,4,0,132,1.0,6043.45,1,1
23,Feminino,Urbano,Casado,Mensal,136.8,9,Débito Automático,109.36,89.22,3,0,3,0,41,4.7,1231.2,0,0
22,Masculino,Urbano,Solteiro,Mensal,78.56,2,Boleto Bancário,1274.49,45.0,1,3,8,1,41,3.3,157.12,1,0
69,Feminino,Urbano,Solteiro,Anual,85.45,43,Cartão de Crédito,1493.57,7.13,3,2,6,0,97,4.0,3674.35,0,1
63,Masculino,Urbano,Solteiro,Anual,102.87,4,Cartão de Crédito,1107.9,52.64,2,0,7,1,159,4.8,411.48,0,0
60,Feminino,Urbano,Solteiro,Mensal,79.76,16,Cartão de Crédito,765.26,58.03,4,2,3,0,38,2.4,1276.16,0,1
38,Feminino,Subúrbio,Divorciado,Mensal,84.86,25,Cartão de Crédito,1037.76,7.28,3,3,4,0,162,1.3,2121.5,0,0
65,Feminino,Urbano,Solteiro,Mensal,174.31,37,Cartão de Crédito,517.74,50.76,3,0,6,0,11,2.3,6449.47,0,0
69,Masculino,Urbano,Divorciado,Semestral,185.99,14,Débito Automático,109.23,74.27,4,1,7,2,120,1.9,2603.86,1,1
26,Feminino,Subúrbio,Solteiro,Mensal,174.27,34,Cartão de Crédito,344.53,19.49,1,0,0,0,66,3.3,5925.18,0,0
59,Masculino,Urbano,Divorciado,Mensal,73.36,5,Boleto Bancário,1183.99,29.76,1,1,8,0,40,4.7,366.8,0,0
41,Masculino,Subúrbio,Casado,Semestral,183.87,9,Boleto Bancário,606.75,83.73,2,0,5,2,92,2.5,1654.83,0,0
57,Masculino,Urbano,Divorciado,Mensal,182.23,11,Boleto Bancário,500.99,66.96,3,0,5,0,168,1.3,2004.53,0,1
41,Feminino,Urbano,Solteiro,Mensal,196.32,14,Boleto Bancário,1263.68,79.86,1,0,9,1,57,4.3,2748.48,0,1
59,Feminino,Subúrbio,Divorciado,Semestral,87.74,22,Boleto Bancário,1159.52,18.68,4,0,4,0,24,2.2,1930.28,0,0
63,Masculino,Urbano,Divorciado,Mensal,154.68,21,Débito Automático,551.47,83.04,2,0,5,2,106,2.0,3248.28,1,1
61,Feminino,Urbano,Solteiro,Semestral,188.4,17,Boleto Bancário,892.44,17.48,3,0,4,0,140,3.4,3202.8,0,0
44,Feminino,Urbano,Casado,Semestral,174.06,32,Débito Automático,142.07,20.54,1,2,5,0,36,1.0,5569.92,0,0
47,Feminino,Urbano,Solteiro,Mensal,116.94,27,Boleto Bancário,485.89,17.73,1,0,2,0,152,2.9,3157.38,1,0
64,Masculino,Urbano,Solteiro,Semestral,186.25,11,Débito Automático,803.95,34.65,2,0,2,1,112,4.1,2048.75,0,0
68,Feminino,Rural,Solteiro,Mensal,95.15,5,Cartão de Crédito,763.52,78.74,3,0,9,0,60,3.5,475.75,1,0
62,Masculino,Subúrbio,Casado,Anual,102.31,24,Cartão de Crédito,659.33,86.24,1,0,8,0,98,3.7,2455.44,0,0
63,Feminino,Subúrbio,Divorciado,Semestral,61.71,40,Boleto Bancário,968.0,93.3,1,0,5,2,167,3.4,2468.4,0,0
64,Masculino,Urbano,Divorciado,Semestral,35.56,22,Boleto Bancário,385.76,94.96,4,1,8,0,79,2.2,782.32,0,0
63,Feminino,Urbano,Solteiro,Semestral,56.65,1,Cartão de Crédito,497.18,77.64,4,1,2,0,105,3.3,56.65,0,0
33,Masculino,Rural,Casado,Anual,177.02,47,Boleto Bancário,1227.94,49.8,2,0,9,0,111,2.7,8319.94,0,0
33,Masculino,Urbano,Solteiro,Semestral,104.65,42,Boleto Bancário,341.93,34.96,1,0,3,2,76,2.7,4395.3,0,0
31,Masculino,Subúrbio,Casado,Mensal,31.0,30,Cartão de Crédito,1173.19,70.87,3,1,7,0,21,4.9,930.0,0,0
61,Feminino,Subúrbio,Casado,Mensal,76.97,8,Boleto Bancário,753.96,78.28,4,0,4,0,166,4.7,615.76,0,1
49,Feminino,Subúrbio,Solteiro,Semestral,34.24,30,Débito Automático,473.84,51.74,3,0,3,1,30,1.4,1027.2,0,0
33,Masculino,Subúrbio,Casado,Semestral,166.23,29,Boleto Bancário,1077.49,14.18,3,4,2,1,74,3.9,4820.67,0,0
25,Feminino,Rural,Solteiro,Mensal,45.87,27,Boleto Bancário,1238.25,75.37,4,0,8,0,93,2.0,1238.49,0,0
67,Feminino,Urbano,Divorciado,Semestral,136.59,20,Débito Automático,1205.35,60.46,1,0,6,0,59,1.6,2731.8,0,0
62,Masculino,Urbano,Solteiro,Semestral,92.18,11,Boleto Bancário,758.31,49.39,2,0,1,0,100,2.9,1013.98,0,0
62,Masculino,Urbano,Solteiro,Semestral,48.15,46,Boleto Bancário,649.74,44.85,4,0,9,2,163,1.5,2214.9,0,0
58,Feminino,Urbano,Divorciado,Semestral,173.36,14,Débito Automático,1218.63,94.88,2,0,0,0,133,1.7,2427.04,0,0
37,Feminino,Urbano,Solteiro,Mensal,102.24,9,Débito Automático,462.81,54.58,4,3,7,0,121,3.2,920.16,0,1
18,Feminino,Urbano,Solteiro,Semestral,151.0,42,Débito Automático,1451.88,40.93,4,4,9,0,96,4.5,6342.0,0,0
54,Feminino,Urbano,Divorciado,Semestral,49.14,40,Débito Automático,975.79,18.08,4,0,3,1,15,4.1,1965.6,1,0
52,Feminino,Subúrbio,Divorciado,Semestral,170.22,40,Boleto Bancário,738.76,69.77,3,0,2,0,115,2.4,6808.8,0,0
23,Feminino,Urbano,Divorciado,Mensal,68.31,20,Boleto Bancário,378.22,59.05,1,0,9,0,39,2.6,1366.2,0,0
39,Feminino,Rural,Divorciado,Mensal,41.61,4,Boleto Bancário,251.06,51.53,4,0,9,0,12,1.8,166.44,0,0
37,Masculino,Urbano,Divorciado,Mensal,152.92,3,Boleto Bancário,990.23,5.14,4,0,9,0,75,2.0,458.76,0,0
42,Masculino,Urbano,Divorciado,Anual,133.5,35,Débito Automático,847.48,32.75,2,0,3,0,147,3.7,4672.5,0,0
41,Feminino,Urbano,Divorciado,Mensal,129.97,42,Cartão de Crédito,363.12,90.66,3,0,0,0,127,4.8,5458.74,1,0
29,Masculino,Urbano,Casado,Mensal,82.99,21,Boleto Bancário,762.83,89.51,2,0,3,0,120,2.0,1742.79,0,1
53,Feminino,Subúrbio,Solteiro,Mensal,111.75,19,Boleto Bancário,1132.51,39.56,2,0,5,0,153,2.0,2123.25,1,0
58,Feminino,Urbano,Divorciado,Anual,145.26,21,Débito Automático,687.2,60.53,1,0,2,0,109,2.6,3050.46,0,0
22,Masculino,Subúrbio,Divorciado,Anual,105.51,39,Boleto Bancário,1056.08,49.26,4,0,6,1,118,1.9,4114.89,0,0
55,Masculino,Urbano,Casado,Semestral,131.2,32,Boleto Bancário,143.61,10.25,4,0,9,0,48,2.8,4198.4,0,0
31,Masculino,Subúrbio,Solteiro,Mensal,198.62,3,Débito Automático,1389.48,30.38,4,0,0,0,72,4.7,595.86,0,0
21,Masculino,Urbano,Casado,Mensal,89.2,16,Débito Automático,1079.35,28.82,2,1,0,1,177,1.8,1427.2,1,0
53,Masculino,Urbano,Divorciado,Mensal,198.71,1,Débito Automático,1207.42,26.66,2,0,0,0,71,4.1,198.71,0,0
29,Feminino,Urbano,Divorciado,Semestral,81.04,1,Débito Automático,968.43,51.78,3,0,9,0,161,2.2,81.04,0,0
68,Feminino,Subúrbio,Divorciado,Mensal,97.5,4,Boleto Bancário,1458.22,5.7,2,0,4,0,96,3.1,390.0,0,1
32,Masculino,Urbano,Casado,Mensal,165.79,9,Débito Automático,1120.63,15.91,3,0,1,0,41,1.3,1492.11,0,0
63,Feminino,Urbano,Solteiro,Mensal,144.93,32,Cartão de Crédito,570.26,5.98,3,0,4,0,141,1.9,4637.76,1,0
67,Masculino,Subúrbio,Casado,Anual,32.46,43,Cartão de Crédito,1359.51,39.28,2,0,3,0,41,2.0,1395.78,0,0
55,Feminino,Subúrbio,Divorciado,Anual,123.94,39,Cartão de Crédito,78.27,5.09,2,4,6,0,102,1.6,4833.66,0,0
54,Masculino,Subúrbio,Casado,Mensal,163.19,10,Boleto Bancário,677.88,42.74,1,0,0,2,22,4.3,1631.9,1,1
61,Masculino,Urbano,Casado,Mensal,92.51,7,Débito Automático,821.58,5.6,2,0,8,1,139,4.6,647.57,1,1
69,Masculino,Urbano,Casado,Anual,106.04,13,Débito Automático,272.25,34.78,2,2,7,0,161,2.2,1378.52,0,0
56,Feminino,Urbano,Divorciado,Anual,188.23,19,Débito Automático,1176.18,33.92,3,0,6,0,71,4.6,3576.37,0,0
60,Masculino,Urbano,Solteiro,Mensal,79.55,11,Boleto Bancário,291.67,87.94,1,1,9,0,35,4.8,875.05,1,0
27,Feminino,Urbano,Solteiro,Mensal,163.47,19,Boleto Bancário,382.17,30.64,2,0,4,0,124,4.6,3105.93,0,0
55,Feminino,Subúrbio,Casado,Anual,56.54,7,Débito Automático,523.18,65.1,3,0,9,1,62,3.7,395.78,0,1
51,Feminino,Rural,Solteiro,Semestral,109.87,25,Boleto Bancário,50.22,22.19,2,0,8,0,174,3.8,2746.75,0,0
69,Feminino,Urbano,Solteiro,Anual,188.26,12,Débito Automático,227.2,61.07,4,0,1,0,171,1.1,2259.12,0,0
24,Feminino,Urbano,Divorciado,Semestral,31.46,38,Cartão de Crédito,1105.39,33.52,2,0,4,0,72,2.3,1195.48,0,0
51,Masculino,Urbano,Solteiro,Anual,57.33,22,Cartão de Crédito,352.63,92.9,3,0,0,0,77,3.1,1261.26,0,0
30,Masculino,Urbano,Casado,Anual,156.28,40,Débito Automático,1301.0,37.33,2,1,1,0,38,4.4,6251.2,0,0
32,Masculino,Rural,Divorciado,Mensal,170.41,19,Débito Automático,481.01,13.72,3,0,0,0,84,3.0,3237.79,0,0
69,Masculino,Urbano,Divorciado,Semestral,119.12,43,Cartão de Crédito,1487.82,38.65,4,0,1,0,22,3.9,5122.16,1,0
44,Feminino,Rural,Divorciado,Mensal,125.53,32,Boleto Bancário,1237.34,90.04,4,4,1,0,126,2.7,4016.96,1,0
51,Masculino,Urbano,Casado,Semestral,176.19,30,Débito Automático,1497.34,35.18,3,0,6,0,116,1.2,5285.7,0,0
33,Feminino,Urbano,Casado,Semestral,135.91,36,Débito Automático,1253.71,75.08,4,1,4,0,161,1.9,4892.76,0,0
61,Masculino,Urbano,Casado,Mensal,36.58,11,Cartão de Crédito,1036.84,35.35,4,0,6,2,5,2.4,402.38,1,0
25,Feminino,Urbano,Divorciado,Semestral,83.35,40,Boleto Bancário,354.32,19.39,2,0,1,0,131,5.0,3334.0,0,0
22,Masculino,Urbano,Casado,Mensal,85.84,39,Cartão de Crédito,1242.25,58.61,3,0,5,0,55,1.3,3347.76,0,1
58,Masculino,Urbano,Divorciado,Semestral,185.29,9,Boleto Bancário,305.57,36.72,1,0,1,0,157,4.9,1667.61,0,0
53,Masculino,Rural,Casado,Anual,196.67,35,Débito Automático,298.3,11.33,2,1,6,0,65,4.7,6883.45,0,0
67,Masculino,Urbano,Solteiro,Anual,158.66,27,Boleto Bancário,928.04,64.45,2,0,1,2,9,4.6,4283.82,1,0
47,Masculino,Urbano,Solteiro,Mensal,185.05,20,Débito Automático,932.86,30.44,1,2,5,0,100,1.8,3701.0,0,0
61,Feminino,Subúrbio,Divorciado,Anual,180.54,15,Débito Automático,1348.17,82.94,3,1,4,0,35,4.5,2708.1,0,0
38,Feminino,Urbano,Divorciado,Semestral,63.49,3,Cartão de Crédito,956.85,78.83,4,0,4,1,36,2.8,190.47,1,1
29,Feminino,Subúrbio,Solteiro,Mensal,189.72,23,Débito Automático,981.28,88.76,4,0,8,0,79,2.1,4363.56,0,0
28,Masculino,Subúrbio,Divorciado,Semestral,168.94,32,Boleto Bancário,410.25,71.48,4,0,6,0,166,1.6,5406.08,0,0
32,Masculino,Subúrbio,Casado,Anual,159.75,41,Cartão de Crédito,351.7,8.28,2,0,9,0,89,3.1,6549.75,0,0
26,Masculino,Urbano,Divorciado,Mensal,88.03,26,Cartão de Crédito,1429.73,6.53,2,2,7,0,13,2.7,2288.78,0,0
27,Feminino,Subúrbio,Solteiro,Anual,87.98,37,Cartão de Crédito,974.89,23.46,1,0,9,0,176,2.3,3255.26,0,0
54,Feminino,Urbano,Divorciado,Semestral,121.74,21,Débito Automático,1428.5,16.32,2,1,0,0,47,2.9,2556.54,0,0
42,Masculino,Rural,Solteiro,Mensal,113.77,17,Boleto Bancário,992.96,91.25,4,0,9,0,124,4.3,1934.09,0,0
31,Feminino,Subúrbio,Casado,Mensal,173.38,46,Boleto Bancário,519.7,13.45,4,2,6,0,84,3.0,7975.48,0,0
38,Masculino,Rural,Divorciado,Semestral,154.69,10,Cartão de Crédito,1093.13,74.91,1,0,4,0,25,1.1,1546.9,1,0
26,Feminino,Subúrbio,Divorciado,Mensal,77.97,5,Débito Automático,303.74,76.5,2,2,2,0,101,2.1,389.85,1,0
32,Feminino,Subúrbio,Divorciado,Mensal,65.81,10,Cartão de Crédito,395.63,35.9,4,0,2,0,8,2.7,658.1,0,1
45,Feminino,Urbano,Casado,Semestral,36.53,24,Débito Automático,324.41,28.26,1,0,8,0,40,2.5,876.72,0,0
62,Feminino,Urbano,Solteiro,Mensal,55.67,8,Boleto Bancário,300.03,48.22,2,0,9,1,172,1.8,445.36,0,0
21,Masculino,Urbano,Casado,Anual,157.66,44,Débito Automático,287.25,96.4,3,2,6,1,146,4.8,6937.04,0,1
46,Feminino,Rural,Divorciado,Semestral,58.85,15,Cartão de Crédito,1339.32,42.36,2,0,0,0,177,4.6,882.75,0,0
42,Feminino,Urbano,Casado,Mensal,32.82,20,Cartão de Crédito,689.67,12.82,4,0,1,0,14,2.5,656.4,0,1
56,Masculino,Urbano,Solteiro,Mensal,33.21,37,Cartão de Crédito,613.65,6.56,4,0,6,1,129,3.7,1228.77,0,0
51,Masculino,Urbano,Divorciado,Anual,57.65,30,Débito Automático,75.79,81.91,3,1,9,1,148,3.9,1729.5,1,1
63,Masculino,Urbano,Casado,Mensal,103.11,46,Débito Automático,838.57,12.44,2,0,1,0,10,2.3,4743.06,0,0
24,Feminino,Urbano,Solteiro,Semestral,62.66,25,Boleto Bancário,1358.13,21.72,2,0,9,1,76,3.0,1566.5,0,0
35,Feminino,Urbano,Casado,Mensal,61.77,2,Boleto Bancário,66.32,98.41,1,1,6,0,163,4.9,123.54,0,0
63,Masculino,Urbano,Casado,Mensal,125.59,39,Boleto Bancário,1289.06,79.68,3,5,6,0,168,1.3,4898.01,0,0
27,Masculino,Urbano,Solteiro,Anual,60.71,28,Débito Automático,525.56,24.41,2,0,4,0,111,2.7,1699.88,0,0
23,Masculino,Urbano,Solteiro,Semestral,72.15,35,Débito Automático,824.59,10.75,1,0,7,0,39,4.7,2525.25,1,0
24,Masculino,Urbano,Casado,Mensal,79.44,42,Débito Automático,228.23,59.4,2,0,8,0,170,2.7,3336.48,0,0
66,Masculino,Urbano,Divorciado,Anual,68.01,38,Cartão de Crédito,744.0,86.9,3,0,0,2,162,4.7,2584.38,0,0
50,Feminino,Urbano,Casado,Mensal,48.83,35,Boleto Bancário,610.24,40.88,2,0,0,0,166,4.2,1709.05,0,0
46,Masculino,Urbano,Casado,Semestral,106.61,32,Boleto Bancário,134.92,22.72,1,0,5,0,161,2.4,3411.52,0,0
49,Feminino,Urbano,Divorciado,Mensal,120.86,43,Boleto Bancário,573.24,91.35,3,0,3,0,117,1.7,5196.98,0,0
60,Feminino,Rural,Solteiro,Mensal,66.77,7,Débito Automático,1304.04,44.39,4,0,7,1,67,2.4,467.39,1,1
65,Masculino,Urbano,Solteiro,Mensal,134.84,43,Débito Automático,647.72,88.18,2,5,4,1,54,2.0,5798.12,0,1
25,Masculino,Urbano,Casado,Semestral,57.14,30,Débito Automático,181.96,94.13,2,0,5,1,114,1.9,1714.2,0,0
53,Feminino,Urbano,Casado,Semestral,117.95,43,Cartão de Crédito,1140.73,29.59,2,2,9,0,154,4.8,5071.85,1,0
39,Feminino,Urbano,Solteiro,Anual,71.72,31,Cartão de Crédito,1263.83,46.32,3,5,5,0,51,1.6,2223.32,1,0
26,Masculino,Subúrbio,Casado,Mensal,61.94,33,Débito Automático,253.41,82.56,3,0,7,0,66,1.9,2044.02,0,0
48,Feminino,Urbano,Divorciado,Mensal,111.31,9,Boleto Bancário,850.08,31.41,1,0,6,1,95,2.1,1001.79,0,0
57,Masculino,Urbano,Solteiro,Mensal,146.84,33,Boleto Bancário,691.42,75.33,3,0,7,1,35,3.7,4845.72,0,0
22,Feminino,Subúrbio,Solteiro,Semestral,146.16,12,Cartão de Crédito,1213.25,82.86,1,1,3,0,70,3.2,1753.92,0,0
46,Masculino,Urbano,Divorciado,Semestral,160.92,9,Cartão de Crédito,1156.97,32.41,3,0,7,1,123,3.4,1448.28,0,0
64,Masculino,Urbano,Solteiro,Semestral,139.26,2,Débito Automático,899.32,59.37,1,2,3,0,76,2.0,278.52,0,0
28,Feminino,Urbano,Divorciado,Anual,182.6,16,Débito Automático,805.25,59.57,2,0,0,0,18,1.4,2921.6,0,0
65,Feminino,Subúrbio,Casado,Semestral,169.06,26,Cartão de Crédito,1445.08,45.75,1,0,0,0,164,3.3,4395.56,1,0
20,Feminino,Rural,Divorciado,Mensal,116.12,3,Débito Automático,54.09,29.22,3,0,9,0,167,1.7,348.36,1,0
65,Feminino,Urbano,Solteiro,Mensal,90.22,40,Boleto Bancário,1019.96,79.61,2,1,9,2,167,2.8,3608.8,0,1
20,Feminino,Rural,Casado,Semestral,185.49,32,Boleto Bancário,933.58,91.14,2,0,9,0,25,2.3,5935.68,0,0
36,Feminino,Subúrbio,Solteiro,Anual,35.05,41,Boleto Bancário,1063.99,41.44,1,0,0,1,112,2.7,1437.05,0,0
53,Feminino,Subúrbio,Casado,Mensal,60.96,36,Cartão de Crédito,831.67,81.78,2,1,4,0,169,4.4,2194.56,0,0
20,Feminino,Subúrbio,Casado,Semestral,68.25,38,Boleto Bancário,647.71,66.2,1,1,3,0,101,3.3,2593.5,0,1
63,Feminino,Urbano,Divorciado,Mensal,178.96,32,Débito Automático,1315.15,92.98,1,0,1,0,141,1.3,5726.72,0,1
51,Masculino,Urbano,Divorciado,Anual,164.0,30,Boleto Bancário,194.02,69.31,3,2,2,0,72,4.7,4920.0,0,0
45,Masculino,Urbano,Solteiro,Semestral,133.27,40,Boleto Bancário,1192.5,97.38,1,0,9,0,166,4.4,5330.8,0,0
22,Masculino,Subúrbio,Solteiro,Mensal,117.36,23,Cartão de Crédito,595.62,71.12,3,0,6,1,178,1.5,2699.28,0,1
38,Feminino,Urbano,Divorciado,Semestral,185.04,29,Cartão de Crédito,526.44,27.9,2,1,3,0,41,4.4,5366.16,0,0
55,Feminino,Urbano,Solteiro,Anual,159.4,37,Débito Automático,1283.26,13.54,3,1,4,0,57,1.5,5897.8,0,0
43,Feminino,Urbano,Divorciado,Semestral,118.71,41,Cartão de Crédito,715.21,8.9,4,3,4,1,30,1.7,4867.11,0,0
34,Masculino,Rural,Divorciado,Mensal,195.96,36,Débito Automático,496.52,78.89,4,0,2,0,109,1.9,7054.56,1,0
64,Masculino,Urbano,Casado,Mensal,80.78,3,Débito Automático,241.61,5.34,4,0,9,0,26,1.1,242.34,0,0
18,Masculino,Subúrbio,Divorciado,Mensal,144.8,21,Débito Automático,937.67,93.44,1,2,9,0,74,2.1,3040.8,0,1
30,Feminino,Urbano,Casado,Semestral,83.69,25,Débito Automático,753.7,69.15,4,0,2,0,72,4.6,2092.25,0,0
42,Masculino,Urbano,Solteiro,Anual,130.79,27,Débito Automático,1434.76,60.78,3,0,1,0,133,1.9,3531.33,0,0
63,Feminino,Rural,Divorciado,Anual,31.4,2,Débito Automático,1435.91,59.26,4,0,7,0,21,3.4,62.8,0,0
57,Feminino,Rural,Solteiro,Mensal,100.73,42,Cartão de Crédito,1243.51,91.13,1,0,6,0,142,4.8,4230.66,0,0
31,Masculino,Urbano,Solteiro,Mensal,57.34,1,Débito Automático,353.37,86.96,3,3,5,0,96,1.5,57.34,0,1
37,Masculino,Rural,Divorciado,Semestral,196.62,8,Boleto Bancário,70.47,7.83,3,1,2,0,116,4.3,1572.96,0,1
27,Feminino,Urbano,Divorciado,Mensal,57.91,2,Débito Automático,452.87,57.96,1,0,9,0,41,1.4,115.82,0,1
35,Feminino,Urbano,Divorciado,Anual,92.39,16,Débito Automático,1344.71,22.43,4,2,6,0,53,3.0,1478.24,0,0
65,Feminino,Urbano,Casado,Semestral,113.75,18,Boleto Bancário,1118.93,92.45,4,1,1,1,104,4.6,2047.5,0,0
35,Masculino,Subúrbio,Divorciado,Mensal,51.65,28,Boleto Bancário,1404.69,17.2,3,0,8,0,90,4.6,1446.2,0,0
61,Masculino,Urbano,Divorciado,Mensal,147.33,23,Débito Automático,1437.96,19.38,1,0,2,0,159,2.6,3388.59,0,0
36,Masculino,Subúrbio,Divorciado,Mensal,51.75,29,Débito Automático,1444.16,79.97,1,0,6,0,24,1.5,1500.75,0,0
59,Feminino,Subúrbio,Solteiro,Anual,151.91,18,Cartão de Crédito,730.65,25.69,1,0,3,0,119,4.4,2734.38,0,0
55,Masculino,Urbano,Divorciado,Mensal,199.18,46,Cartão de Crédito,72.16,60.47,3,2,7,0,44,3.4,9162.28,0,0
31,Feminino,Subúrbio,Divorciado,Anual,84.51,38,Débito Automático,189.99,92.27,2,0,4,0,94,2.9,3211.38,0,0
58,Feminino,Subúrbio,Divorciado,Anual,187.51,14,Cartão de Crédito,1183.42,11.07,4,2,3,0,110,3.5,2625.14,0,1
37,Feminino,Rural,Casado,Semestral,177.78,20,Boleto Bancário,1394.92,22.51,3,1,6,0,169,1.4,3555.6,0,0
34,Masculino,Urbano,Divorciado,Semestral,31.28,35,Débito Automático,882.53,6.89,4,4,7,0,104,3.3,1094.8,1,0
45,Feminino,Subúrbio,Solteiro,Semestral,95.78,21,Boleto Bancário,917.43,60.88,3,2,1,0,134,2.6,2011.38,0,0
64,Masculino,Urbano,Casado,Anual,172.5,27,Cartão de Crédito,930.11,51.68,3,2,3,0,154,3.5,4657.5,0,0
37,Feminino,Urbano,Solteiro,Mensal,106.92,15,Boleto Bancário,493.39,17.39,2,0,9,1,82,4.6,1603.8,0,0
45,Feminino,Subúrbio,Solteiro,Mensal,37.32,4,Boleto Bancário,81.43,12.87,2,0,0,0,135,3.4,149.28,0,0
40,Masculino,Rural,Casado,Mensal,81.78,36,Boleto Bancário,888.74,43.22,2,0,8,0,156,1.1,2944.08,0,0
41,Masculino,Rural,Divorciado,Semestral,69.86,33,Cartão de Crédito,734.61,76.27,1,0,8,0,56,1.3,2305.38,0,0
68,Feminino,Urbano,Divorciado,Mensal,72.03,17,Boleto Bancário,1409.24,62.24,1,0,0,0,161,2.2,1224.51,0,0
61,Masculino,Subúrbio,Divorciado,Semestral,111.0,26,Cartão de Crédito,1471.82,24.63,3,2,2,0,48,4.8,2886.0,1,0
22,Masculino,Subúrbio,Casado,Semestral,152.02,14,Cartão de Crédito,238.62,71.86,4,0,9,0,55,3.4,2128.28,0,0
50,Feminino,Subúrbio,Divorciado,Anual,63.6,17,Débito Automático,317.32,54.76,2,0,6,0,111,2.5,1081.2,0,0
20,Feminino,Rural,Solteiro,Semestral,68.91,47,Cartão de Crédito,329.0,14.66,3,2,4,0,24,3.5,3238.77,1,1
19,Feminino,Urbano,Solteiro,Semestral,120.26,29,Débito Automático,1342.7,17.8,3,0,1,0,14,4.9,3487.54,0,0
22,Masculino,Urbano,Divorciado,Mensal,132.52,17,Débito Automático,539.51,20.58,3,0,1,0,170,1.5,2252.84,0,0
66,Masculino,Urbano,Solteiro,Anual,34.33,21,Débito Automático,1264.68,93.5,1,0,0,0,158,1.6,720.93,0,0
30,Feminino,Subúrbio,Solteiro,Semestral,135.68,1,Cartão de Crédito,1130.92,79.1,4,1,2,0,117,4.4,135.68,0,0
18,Masculino,Rural,Divorciado,Mensal,49.46,2,Boleto Bancário,761.37,65.9,3,0,1,0,23,2.0,98.92,1,0
22,Masculino,Urbano,Casado,Mensal,115.09,35,Débito Automático,531.88,43.22,1,0,2,0,19,1.1,4028.15,0,0
34,Feminino,Urbano,Casado,Mensal,33.76,3,Débito Automático,80.83,69.7,3,2,4,0,110,4.9,101.28,0,0
41,Masculino,Urbano,Casado,Semestral,55.76,45,Cartão de Crédito,505.74,47.1,3,1,4,1,113,1.4,2509.2,1,0
60,Masculino,Urbano,Solteiro,Semestral,52.97,27,Débito Automático,364.11,40.68,4,0,6,0,117,2.4,1430.19,0,0
